893.95	2575	31	2.6285	1.3552	1.5389	115.23
893.55	2586	31.675	2.6395	1.3607	1.5309	115.75
890.95	2618	31.65	2.651	1.3504	1.5284	116.27
891.35	2609	32.25	2.6505	1.3563	1.5499	117.07
891.85	2580	31.1	2.623	1.3563	1.5463	117.46
892.15	2575	31.3	2.6175	1.3412	1.5361	118.44
890.95	2604	31.9	2.635	1.3419	1.5401	117.94
889.45	2611	31.82	2.6315	1.3430	1.5499	118.77
888.85	2605	31.65	2.61	1.3528	1.5526	118.42
890.45	2600	31.4	2.631	1.3523	1.5497	118.58
892.55	2595	31.08	2.642	1.3594	1.5557	119.11
893.3	2600	31.1	2.6415	1.3591	1.5613	118.59
894.35	2598	31.25	2.649	1.3674	1.5711	118.35
893.85	2613	31.15	2.7245	1.3583	1.5557	115.13
894.55	2638	31.25	2.756	1.3546	1.5664	116.25
894.75	2678	31.25	2.7795	1.3423	1.5608	116.7
894.65	2785	31.45	2.7755	1.3448	1.5579	115.9
895	2925	31.68	2.8075	1.3444	1.5586	118.15
898.05	2995	32.15	2.787	1.3472	1.5533	117.23
898.95	2985	32.9	2.8018	1.3570	1.5635	118.16
899.35	2810	32.45	2.7745	1.3452	1.5620	118.18
898.85	2710	32.7	2.7695	1.3423	1.5647	117.88
899.55	2750	33.35	2.768	1.3369	1.5596	117.3
904	2680	33.53	2.7675	1.3380	1.5456	118.16
904.25	2783	33.65	2.7885	1.3390	1.5509	118.44
902.3	2848	33.47	2.809	1.3376	1.5451	118.96
899.2	2900	34.125	2.8729	1.3493	1.5540	118.44
902.15	2990	34.275	2.9325	1.3617	1.5598	119.14
904.25	2915	34.39	2.9125	1.3671	1.5723	120.56
903.8	3030	34.5	2.9495	1.3749	1.5825	121.41
904.95	3045	36.85	2.9595	1.3751	1.5763	121.23
906.4	3040	35.9	2.997	1.3674	1.5711	121.35
907.6	2988	35.55	2.9625	1.3650	1.5736	120.88
907.9	2930	34.3	2.9335	1.3693	1.5723	121
908.45	2897	33.85	2.9055	1.3725	1.5694	118.92
908.35	2935	34.3	2.9265	1.3761	1.5755	119.52
908.75	2950	34.6	2.951	1.3889	1.5820	118.8
909.1	2945	34.9	2.9535	1.3854	1.5775	120.68
909	2943	35.35	2.9615	1.3831	1.5696	120.78
909	2953	35.57	2.986	1.3941	1.5768	120.8
909	2988	35.95	3.0115	1.3899	1.5746	120.75
909.45	2975	35.72	3.0125	1.3955	1.5840	120.91
912.05	2981	35.7	3.0285	1.3887	1.5768	121.86
914.65	3025	36.3	3.0825	1.3887	1.5741	122.5
914.25	3010	35.755	3.0905	1.3881	1.5748	121.64
913.95	2995	35.35	3.0515	1.3893	1.5672	120
914.45	3023	35.68	3.0675	1.3810	1.5586	120.69
914.75	3130	35.33	3.1075	1.3795	1.5562	121
914.85	3188	35.55	3.1805	1.3922	1.5664	121.28
914.5	3278	36.25	3.2355	1.3893	1.5659	121.1
913.35	3370	36.2	3.3668	1.3753	1.5584	120.76
913.75	3413	35.7	3.3325	1.3734	1.5552	120.82
914	3675	35.75	3.3498	1.3727	1.5581	121.9
914.45	3695	36.15	3.3645	1.3738	1.5733	121.82
914.75	3700	35.9	3.27	1.3831	1.5689	122.1
914.95	3700	35.77	3.201	1.3791	1.5627	122.2
915.3	3580	35.9	3.055	1.3561	1.5494	121.22
914.15	3458	35.6	3.045	1.3600	1.5506	120.65
914.75	3465	35.88	3.153	1.3530	1.5461	120.63
914.1	3490	36.01	3.09	1.3543	1.5423	121.4
913.95	3500	36.65	3.1275	1.3615	1.5513	121.36
914.95	3635	36.68	3.19	1.3548	1.5494	120.56
914.95	3685	37.3	3.2129	1.3615	1.5550	120.61
914.95	3685	38	3.335	1.3687	1.5596	121.3
925.1	3640	38.38	3.3385	1.3719	1.5640	120.9
922.55	3675	39.5	3.3965	1.4039	1.5941	120.57
919.75	3650	38.5	3.355	1.4130	1.6000	121.22
928.5	3560	38.65	3.343	1.4172	1.6013	121.83
939.9	3565	38.67	3.387	1.4567	1.6210	122.13
953.45	3640	38.6	3.4	1.4407	1.6189	120.64
964	3638	38.98	3.3915	1.4213	1.5980	120.55
961.5	3655	39.6	3.425	1.4314	1.6072	120.05
964.25	3665	40.33	3.44	1.4213	1.6028	120.25
967.75	3280	41.12	3.269	1.4029	1.5987	120.03
954.3	3230	39.1	3.274	1.4100	1.5898	121.85
968.3	3345	39.56	3.32	1.4182	1.5987	122.01
975.3	3340	39.3	3.3349	1.4318	1.6008	122.86
980	3305	38.63	3.305	1.4368	1.6036	123.83
999.15	3317	37.1	3.315	1.4366	1.6005	123.95
989.45	3330	37.45	3.31	1.4314	1.5898	124.73
989.1	3343	38	3.303	1.4345	1.5969	125.2
987.85	3390	38.25	3.318	1.4405	1.6003	125.2
987.05	3440	38.3	3.325	1.4341	1.5941	125.82
990	3478	38.9	3.32	1.4243	1.5868	125.1
1012.8	3445	39.6	3.3813	1.4345	1.5934	125.64
1034.75	3500	40.3	3.4585	1.4397	1.6010	126.58
1139	3550	39.8	3.505	1.4543	1.6147	126.76
1075.5	3630	39.43	3.5227	1.4415	1.6228	126.1
1107.5	3623	39.12	3.49	1.4409	1.6038	126.75
1122	3655.5	39.65	3.4935	1.4529	1.6113	127.35
1113.5	3675	40.2	3.51	1.4601	1.6205	127.53
1115.5	3653	39.85	3.492	1.4693	1.6236	126.95
1166.25	3650	40.33	3.5	1.4699	1.6228	127.51
1172	3705	40.93	3.53	1.4728	1.6348	127.76
1254	3833	41.4	3.605	1.4756	1.6431	128.41
1255.5	3940	42.95	3.65	1.4799	1.6537	128.9
1146	3935	41.63	3.665	1.4846	1.6567	128.86
1220	4010	41.83	3.805	1.4854	1.6598	129.73
1333	4085	41.55	3.695	1.4901	1.6686	129.62
1432.5	4525	42.4	3.638	1.4899	1.6734	130.27
1565.9	4525	42.175	3.687	1.5015	1.6708	129.73
1719.8	4545	43.225	3.745	1.4988	1.6711	129.28
1782.5	4965	45.025	3.8	1.5110	1.6815	130
1662	5450	46	3.8205	1.5177	1.6844	131.35
1395.5	5900	47.1	3.9	1.5394	1.7340	131.05
1512.5	5550	46.75	3.848	1.5211	1.7138	127.1
1483	5250	46.1	3.805	1.5184	1.7079	127.18
1619	5150	45.95	3.83	1.5370	1.7337	129.05
1695	5250	47.075	3.855	1.5333	1.7277	129.85
1962.5	5478	47.55	3.89	1.5307	1.7253	130.44
1855	6025	46.8	3.861	1.5256	1.7182	130.2
1467.5	5330	46.8	3.885	1.5209	1.7144	130.18
1605	5100	47.35	3.89	1.5284	1.7132	129.9
1668	5350	47.325	3.886	1.5321	1.7188	129.9
1695	5775	47.95	3.935	1.5370	1.7229	130.95
1711.5	6380	49.95	4.025	1.5401	1.7406	132.15
1788	7450	53.25	4.31	1.5765	1.7671	133.55
1807.5	8250	53.175	4.84	1.5783	1.7765	133.55
1792	9675	53.7	4.585	1.5713	1.7612	132.45
1801	8275	52.5	4.645	1.5588	1.7513	131.6
1722.5	8750	55.35	4.63	1.5586	1.7553	131.95
1759	8500	54.85	4.62	1.5635	1.7603	132.71
1693.5	7500	50.5	4.36	1.5387	1.7334	131
1547.5	7050	51.35	4.23	1.5352	1.7259	130.65
1637.5	8675	53.5	4.2795	1.5230	1.7150	130.07
1575	8600	51.55	4.06	1.5022	1.6992	128.4
1649	10300	53.15	4.2	1.5067	1.7141	129.33
1720	11400	52.85	4.405	1.5103	1.7176	128.61
1739	12750	54.25	4.525	1.5225	1.7259	126.9
1755	12750	54.1	4.52	1.5198	1.7286	127.08
1678.5	11475	54.575	4.45	1.4874	1.6935	126.1
1678.5	10275	54.8	4.395	1.4738	1.6832	125.48
1680	10325	54.85	4.41	1.4839	1.6995	125.28
1570.5	12500	55.425	4.385	1.4941	1.7271	127.45
1550	10450	52.4	4.24	1.4652	1.6987	126.48
1572.5	10750	48.7	4.09	1.4611	1.6981	126.17
1594	9200	47.4	3.97	1.4702	1.7053	125.63
1607	9400	49.15	4.015	1.4741	1.7010	123.73
1578	10150	48.615	3.9075	1.4808	1.7085	124.16
1543.5	9450	47.7	3.835	1.4890	1.7123	124.68
1596	8450	47.2	3.725	1.4828	1.7079	123.9
1601	7100	42.5	3.4525	1.4656	1.6938	123.65
1627	7000	44.5	3.745	1.4754	1.7100	123.2
1618	9350	47.25	3.992	1.4859	1.7153	124.83
1635.5	10350	47.9	3.935	1.5002	1.7322	125.91
1721.5	9600	46.35	3.845	1.5058	1.7340	125.94
1701.5	9000	45.6	3.85	1.4910	1.7262	126.46
1702	8650	44.25	3.745	1.4865	1.7147	126.13
1650.5	9000	44.95	3.78	1.4813	1.7229	126.76
1656	9200	45.2	3.845	1.5024	1.7416	128.8
1656	9200	45.2	3.845	1.5029	1.7416	128.8
1643	9420	42.8	3.73	1.5076	1.7373	127.33
1654.25	9100	43.025	3.715	1.4948	1.7376	128.43
1636	8800	42.875	3.655	1.4826	1.7227	127.28
1576	8863	43.6	3.625	1.4699	1.7047	125.31
1540	8850	43.1	3.6	1.4635	1.6958	125.58
1572	9225	43.75	3.772	1.4741	1.7062	125.55
1584	9850	44.35	3.83	1.4830	1.7167	127.18
1642.00	11000	45.83	4.0100	1.4993	1.7307	127.3
1630.50	10650	45.10	4.0600	1.5008	1.7289	128.12
1578.50	10600	43.98	3.9475	1.4954	1.7135	127.35
1573.50	10300	43.30	3.8845	1.4939	1.7153	127.93
1563.50	10500	43.13	3.8750	1.4999	1.7250	128.85
1528.00	10475	41.75	3.8300	1.4868	1.7182	128.58
1476.00	10000	40.15	3.7700	1.4877	1.7167	128.9
1459.00	10150	40.15	3.7770	1.4932	1.7153	129.15
1484.00	10275	40.60	3.6650	1.5033	1.7550	130.21
1480.50	10325	40.64	3.6750	1.5081	1.7712	130.1
1463.95	10200	39.60	3.6750	1.5088	1.7778	129.98
1388.00	9500	38.85	3.5950	1.5078	1.7784	130.53
1411.50	8638	38.30	3.5750	1.4932	1.7718	129.88
1378.50	8350	38.55	3.6150	1.4950	1.7790	130.15
1390.00	8700	38.70	3.6300	1.4914	1.7781	128.75
1378.00	8425	38.41	3.5850	1.4843	1.7775	128.85
1382.00	8575	38.25	3.5750	1.4961	1.7924	130.94
1388.50	8550	38.80	3.6425	1.5074	1.8057	132.45
1385.50	8550	39.15	3.6650	1.5113	1.8113	133.55
1419.50	8550	40.55	3.7200	1.5205	1.8192	133.56
1454.00	8550	40.99	3.7900	1.5272	1.8195	134.7
1458.00	8500	40.05	3.7315	1.5179	1.8175	134.71
1441.00	8500	40.05	3.7150	1.5216	1.8258	133.88
1403.00	8525	40.45	3.7400	1.5179	1.8272	133.05
1387.00	8150	39.95	3.6800	1.5179	1.8113	131.82
1416.00	7600	40.10	3.6875	1.5418	1.8232	130.27
1399.50	7825	39.93	3.7300	1.5427	1.8152	129.2
1397.50	7950	40.10	3.7650	1.5373	1.8116	131.33
1381.50	8075	39.55	3.7800	1.5279	1.7870	131.88
1389.00	8073	39.28	3.7850	1.5463	1.8070	132.04
1377.50	7863	39.11	3.7620	1.5427	1.7947	131.72
1371.50	7775	39.08	3.7400	1.5337	1.7895	131.08
1376.00	7975	39.20	3.7650	1.5352	1.7857	130.34
1367.80	7938	39.08	3.7575	1.5337	1.7841	130.15
1361.50	7988	38.90	3.7775	1.5461	1.8070	132.35
1349.00	8025	38.45	3.7725	1.5513	1.8109	131.95
1338.50	8135	38.56	3.7650	1.5466	1.8109	132.42
1342.00	8050	38.75	3.7450	1.5387	1.8021	132.05
1336.50	7975	38.65	3.7200	1.5284	1.7986	132.98
1352.00	8050	38.78	3.6820	1.5492	1.8060	133.31
1347.00	8000	38.60	3.6825	1.5593	1.8185	132.95
1352.50	8195	38.60	3.7625	1.5586	1.8159	132.1
1390.00	9350	38.85	3.9200	1.5728	1.8372	133.25
1383.50	8925	38.65	3.7900	1.5674	1.8389	132.94
1390.50	9200	38.65	3.8250	1.5785	1.8501	132.75
1389.00	9225	38.53	3.8200	1.5746	1.8591	133.16
1395.50	9800	38.81	3.8610	1.5808	1.8632	133.85
1415.50	11550	38.60	3.8500	1.5949	1.8804	134.23
1441.50	11800	38.80	3.7639	1.6028	1.8720	134.13
1444.50	12300	39.20	3.8400	1.6062	1.8762	135
1439.50	11900	39.23	3.8200	1.5977	1.8678	135.68
1426.00	11450	39.33	3.8250	1.6038	1.8808	136.45
1392.50	11050	39.17	3.7950	1.5903	1.8692	135.59
1383.00	11150	39.30	3.7890	1.5855	1.8674	135.83
1391.50	10750	39.18	3.8125	1.5974	1.8772	136.97
1392.50	10850	39.35	3.8235	1.6031	1.8709	137.47
1411.25	10450	39.24	3.8325	1.6121	1.8804	137.84
1404.00	10950	39.75	3.8500	1.6069	1.8716	137.29
1409.00	11175	40.15	3.8757	1.6036	1.8716	138.61
1399.75	11450	40.80	3.8800	1.6147	1.8772	139.16
1403.50	11750	42.62	3.9725	1.6332	1.9066	139.49
1394.25	11500	41.68	3.9300	1.6289	1.8968	138.42
1394.00	11575	43.10	3.9525	1.6348	1.9059	138.16
1398.00	11550	42.88	3.9650	1.6488	1.9324	139.25
1398.50	11750	43.18	3.9900	1.6756	1.9732	140.68
1393.50	12600	43.50	4.0190	1.7109	2.0251	140.99
1393.50	14000	43.40	4.0100	1.6981	1.9984	141.92
1401.50	13750	43.33	4.0100	1.6958	1.9960	144.02
1421.50	14430	43.94	4.0825	1.7050	2.0121	145.59
1434.00	14850	43.45	4.0530	1.7071	2.0276	145.99
1420.75	16500	43.25	4.0464	1.6889	2.0068	143.32
1396.50	15950	41.15	3.9200	1.6327	1.9212	136.54
1399.50	14550	41.90	3.9700	1.6359	1.9231	136.87
1392.75	14350	41.69	3.9500	1.6410	1.9376	137.65
1385.50	14700	41.20	3.9450	1.6415	1.9531	137.82
1387.25	14950	41.21	3.9650	1.6526	1.9482	140.87
1371.25	14750	41.05	3.9625	1.6603	1.9467	140.85
1383.75	15000	41.70	4.0600	1.6493	1.9589	142.03
1388.75	15025	42.05	4.1050	1.6534	1.9697	141.99
1375.25	14875	42.35	4.1750	1.6300	1.9448	140.44
1360.50	14675	42.05	4.0975	1.6121	1.9157	137.81
1368.50	14450	41.94	4.1400	1.6205	1.9316	139.22
1357.00	14550	41.68	4.1450	1.6221	1.9369	139.81
1344.00	14650	41.45	4.1800	1.6252	1.9429	140.51
1347.50	14675	41.50	4.1700	1.6236	1.9380	139.85
1333.00	14900	41.28	4.1680	1.6111	1.9205	138.7
1320.50	15400	41.63	4.2100	1.6284	1.9440	140.41
1315.00	15075	41.74	4.2600	1.6279	1.9436	141.51
1313.50	15200	41.85	4.2610	1.6477	1.9623	142.67
1290.50	14600	41.30	4.1720	1.6184	1.9298	141.24
1278.50	14500	41.33	4.1625	1.6085	1.9135	140.91
1284.50	13675	41.15	4.1500	1.5987	1.9029	139.95
1283.50	13050	40.55	4.0900	1.5853	1.8886	139.32
1291.50	14075	41.15	4.1636	1.5974	1.9051	139.31
1291.50	14100	40.80	4.1050	1.5903	1.8961	139.19
1291.00	14100	41.10	4.1630	1.6026	1.9113	140.69
1281.50	14200	41.13	4.1610	1.6147	1.9279	141.76
1247.00	14175	41.13	4.1475	1.6082	1.9168	140.99
1214.50	14000	41.07	4.1400	1.6297	1.9467	142.1
1232.50	13625	40.95	4.1400	1.6356	1.9478	141.68
1249.50	13300	40.85	4.1160	1.6337	1.9387	141.27
1229.50	12850	40.80	4.1210	1.6319	1.9376	142.34
1226.50	13200	40.88	4.1350	1.6359	1.9402	143.78
1243.00	13200	40.83	4.1680	1.6521	1.9589	145.18
1238.50	12850	40.63	4.1600	1.6502	1.9543	145.08
1263.50	12800	40.80	4.1400	1.6502	1.9372	143.87
1313.50	12800	41.10	4.1500	1.6477	1.9406	144.77
1339.50	12850	42.05	4.1820	1.6639	1.9573	145.21
1342.50	12888	41.83	4.2300	1.6692	1.9708	146.47
1344.00	13150	42.20	4.2630	1.6773	1.9885	147.07
1332.00	13100	41.95	4.2150	1.6736	1.9775	145.98
1338.50	12975	42.25	4.2320	1.6929	1.9972	147.01
1326.50	12908	41.68	4.1800	1.6739	1.9767	144.84
1325.75	12700	41.55	4.1990	1.6889	1.9893	146.42
1325.00	12400	41.63	4.2320	1.6946	1.9928	145.57
1306.00	12325	41.65	4.2205	1.6795	1.9841	144.63
1295.50	11375	41.27	4.1750	1.6886	1.9940	142.93
1303.00	11700	41.25	4.2010	1.7007	2.0113	142.74
1304.50	11750	41.70	4.2320	1.7191	2.0288	144.65
1306.50	11300	41.50	4.2050	1.7232	2.0296	144.27
1307.50	11175	41.73	4.2225	1.7388	2.0329	144.69
1316.25	11210	41.85	4.2124	1.7790	2.0572	143.65
1334.00	11050	42.00	4.2650	1.7737	2.0425	141.67
1358.50	11000	42.03	4.1980	1.7572	2.0125	141.78
