1.5191	1.5325
1.4282	1.4386
1.4525	1.4625
1.5364	1.5472
1.5373	1.5481
1.5	1.5099
1.486	1.4963
1.4812	1.4911
1.5157	1.5261
1.4946	1.5037
1.4728	1.4806
1.4831	1.4904
1.486	1.4939
1.4738	1.4799
1.4868	1.4917
1.4796	1.4837
1.5009	1.5029
1.5232	1.5252
1.5448	1.5463
1.5404	1.5427
1.5629	1.5651
1.6045	1.6057
1.5879	1.5886
1.5593	1.5595
1.5739	1.5747
1.5702	1.572
1.5991	1.6005
1.6057	1.6074
1.5846	1.5868
1.5924	1.5949
1.5918	1.5953
1.5646	1.5681
1.5552	1.5584
1.5747	1.5779
1.5592	1.5623
1.537	1.5398
1.5274	1.5306
1.5331	1.5364
1.5246	1.5271
1.5126	1.5145
1.513	1.5152
1.5409	1.5418
1.5536	1.5539
1.5492	1.5502
1.559	1.5597
1.5845	1.5862
1.6592	1.6626
1.6613	1.6647
1.6554	1.6587
1.6217	1.6246
1.6039	1.6063
1.6272	1.6295
1.6307	1.6334
1.6408	1.6446
1.6649	1.6702
1.5974	1.6034
1.5955	1.6015
1.6267	1.6329
1.6818	1.689
1.6527	1.6597
1.6279	1.6353
1.6334	1.6407
1.6545	1.662
1.666	1.6733
1.6295	1.6366
1.6427	1.6507
1.6354	1.6437
1.6239	1.632
1.6743	1.6822
1.6874	1.6952
1.6556	1.662
1.6659	1.6705
1.6464	1.6509
1.6258	1.6276
1.6207	1.622
1.6094	1.6105
1.6143	1.6154
1.5955	1.595
1.5757	1.5747
1.6084	1.6073
1.6252	1.6243
1.6584	1.6572
1.6229	1.6214
1.614	1.6132
1.6402	1.6402
1.5996	1.5998
1.5806	1.5802
1.5844	1.5837
1.5098	1.5075
1.5115	1.5089
1.5113	1.5088
1.4932	1.491
1.4376	1.4355
1.4536	1.4511
1.4283	1.4256
1.4648	1.4625
1.4768	1.4769
1.4517	1.4529
1.4438	1.4454
1.4325	1.435
1.422	1.4259
1.3966	1.4014
1.4107	1.4139
1.4315	1.4365
1.4575	1.4635
1.4446	1.4517
1.4314	1.4358
1.4353	1.4409
1.4247	1.4323
1.4157	1.4231
1.415	1.4225
1.4357	1.4434
1.4512	1.4593
1.478	1.4863
1.5462	1.5546
1.5294	1.5377
1.5479	1.5561
1.549	1.5574
1.5625	1.5723
1.5764	1.5863
1.6066	1.6169
1.5991	1.6085
1.5743	1.5836
1.5657	1.5747
1.6136	1.623
1.6501	1.6606
1.6146	1.6242
1.5855	1.595
1.603	1.6131
1.6677	1.6787
1.6783	1.6901
1.7384	1.7507
1.8102	1.8234
1.8534	1.8673
1.8123	1.8267
1.7862	1.8005
1.773	1.7876
1.8126	1.8275
1.8281	1.8429
1.8071	1.8216
1.779	1.7922
1.794	1.8065
1.8487	1.8603
1.9166	1.9275
1.8666	1.8764
1.8778	1.8871
1.8987	1.9078
1.8879	1.896
1.8466	1.8538
1.8118	1.8179
1.7467	1.7509
1.7911	1.7943
1.8054	1.8081
1.7625	1.764
1.7333	1.7341
1.7459	1.7462
1.7682	1.7678
1.7482	1.747
1.7453	1.7435
1.7708	1.7685
1.8728	1.8702
1.8463	1.8428
1.8487	1.8447
1.8971	1.8944
1.8867	1.8847
1.877	1.8755
1.9129	1.9119
1.964	1.9633
1.9583	1.9587
1.9574	1.9581
1.9465	1.9471
1.9899	1.9909
1.982	1.9836
1.9842	1.9864
2.0309	2.0338
2.0071	2.0111
2.0139	2.0185
2.0396	2.0446
2.0637	2.0701
2.0128	2.0185
1.9617	1.9698
1.9519	1.9638
1.9886	2.0032
1.9685	1.9817
1.9502	1.9641
1.952	1.9658
1.9744	1.988
1.8763	1.8889
1.7897	1.7986
1.6858	1.69
1.5314	1.5338
1.4844	1.4859
1.4432	1.4452
1.4404	1.4411
1.4178	1.4174
1.4715	1.4715
1.5425	1.5429
1.6363	1.6366
1.6363	1.6366
1.6537	1.6539
1.6327	1.6328
1.6192	1.6199
1.6587	1.6597
1.6229	1.6239
1.6152	1.6162
1.5606	1.5615
1.5044	1.5053
1.5334	1.534
1.4627	1.4627
1.4762	1.4761
1.5294	1.5299
1.5652	1.566
1.5568	1.5578
1.585	1.5862
1.5949	1.5961
1.5593	1.5603
1.5783	1.5795
1.6114	1.613
1.6142	1.6159
1.6324	1.6345
1.6293	1.6312
1.6195	1.6214
1.6128	1.6145
1.6333	1.6348
